id,station,state,city,country,address,type,latitude,longitude,company,status,create_at,update_at
1304,"Shree Shyam Motors, VKI Area",Rajasthan,Jaipur,India,"E(5) B, Road no 1C, VKI area, Jaipur - 302013",7,26.972289,75.777332,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1305,"First Mobital, Tonk Road",Rajasthan,Jaipur,India,"G1-211, Sitapura Industrial Area, behind genpect Tonk Road, Jaipur - 302022",7,26.7775967,75.8392813,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1306,"Roshan Motors, Adarsh Nagar",Rajasthan,Jaipur,India,"No B, 7, Govind Marg, Saket Colony, Adarsh Nagar, Jaipur, Rajasthan 302004",7,26.9013221,75.8354512,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1307,"Chambal MotoCorp, Surajpole",Rajasthan,Udaipur,India,"Plot No 3 and, 4, Panchsheel Marg, Surajpole, Udaipur, Rajasthan 313001",7,24.581106,73.696687,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1308,"Four Points By Sheraton, Tonk Road",Rajasthan,Jaipur,India,"No. 1, City Square, Vasundhara Colony, Tonk Road, Jaipur, Rajasthan, 302016",7,26.8643722,75.7957703,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1309,"Yaksh The Art People, Delhi-Jaipur Highway",Rajasthan,Sayri,India,"Yaksh, The Art People, Delhi-Jaipur Highway, Syari, Rajasthan 303002",7,27.1590851,75.9603844,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1310,"Yash Motors, Subhash Nagar",Rajasthan,Bhilwara,India,"3, Ajmer Rd, Subhash Nagar, Bhilwara, Rajasthan 311001",7,25.38240223,74.61958377,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1311,"Yash Motors, Chittorgarh",Rajasthan,Chittorgarh,India,"Meera smiriti sansthan gram ochari, nimbahera Road, Ochari,  Chittorgarh, Rajasthan 312001",7,24.8276645,74.6272935,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1312,"Umaid Lake Resort, Kalakho",Rajasthan,Dausa,India,"Karuna Enterprises kalakho (Umaid Lake Palaceu00c2u00a0 Village post Kalakho, NH 21 District Dausa, Rajasthan-303304",7,26.912864,76.466964,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1313,"Rajshree Resort, Saladwas",Rajasthan,Jaipur,India,"KHASRA NO.131/1 AND 132/1, VILLAGE SALADWAS, CHANDWAJI, N.H.8 TEHSIL AMER, JAIPUR, Rajasthan - 303113",7,27.2377252,75.9485975,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1314,"Bravia Hotel, Vaishali Nagar",Rajasthan,Ajmer,India,"Bravia Hotel, Vaishali Nagar, near Urban Haat, Rajasthan 305004",7,26.487745,74.6293164,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1315,"Dusk View Resort, near Bisalpur Dam",Rajasthan,Beesalpur,India,"Dusk View Resort Near Fishing Landing Center 1 km from Bisalpur Dam Towards Toda Rai Singh, Beesalpur, Rajasthan 304804",7,25.936068,75.458672,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1316,"Hotel Shemron, Neemrana",Rajasthan,Shahjahanpur,India,"Hotel Shemron, NH-8 Shahjahanpur, Neemrana, Shahjahanpur, Rajasthan 301706",7,28.0088483,76.4639783,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1317,"Click Hotel, Raja Park",Rajasthan,Jaipur,India,"Udai Marg, Raja Park, Jaipur, Rajasthan 302007",7,26.8923514,75.8257073,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1318,"Roshan Motors, Shahpura",Rajasthan,Shahpura,India,"Roshan Motors, NH-8 Neelka, district, Shahpura, Rajasthan, Pin-303119",7,27.4914624,76.0530077,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1319,"Click Collection, Sindhi Camp",Rajasthan,Jaipur,India,"Plot No 1, 2, opposite Polovictory Cinema, Sindhi Camp, Jaipur, Rajasthan 302001",7,26.9206169,75.7975173,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1320,"JhalamandGarh Jodhpur",Rajasthan,Jodhpur,India,"Post Office Jhalamand, Jodhpur, Rajasthan 342005",7,26.20977,73.0650083,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1321,"RnB Shanti Seva Niketan",Rajasthan,Salasar,India,"MDR2, Salasar , Rajasthan 332318",7,27.7363007,74.7426386,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1322,"Ginger Hotel, Civil Lines",Rajasthan,Jaipur,India,"Ginger Hotel Jaipur Geejgarh House, Civil Lines, Hawa Sadak, Jaipur 302006 Tel: 0141 4666 333",7,26.9013484,75.7850126,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1323,"Sp Motors, Madri",Rajasthan,Udaipur,India,"E-110 Main Bypass Road, Mewar Industrial Area, Madri, Udaipur-313003",7,24.57444,73.72351,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1324,"Visvakarma Hotel, Jhunhunnu",Rajasthan,Sikar,India,"Visvakarma Hotel, NH 11 NH52, Near Ganpati Dham, Sargoth, Sargoth Via Reengus, Sikar Rajasthan 332404",7,27.3449069,75.6020031,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1325,"Rangeet Auto, Rumtek Road",Sikkim,Gangtok,India,"R.P. ALLEY COMPLEX, ADAMPOOL, RUMTEK ROAD, GANGTOK, EAST SIKKIM, SIKKIM, 737135",7,27.305524,88.585965,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1326,"GJ | Surat | Kamrej",Gujarat,Surat,India,"Block number 552-553 IRB Compound opp Mansarovar Residency NH 8 Kamrej, Surat 394185",24,21.2210,72.8733,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1327,"ADYAR ANANDA BHAVAN","Tamil Nadu",ATTUR,India,"NH9,Thulakanoor Village,Salem District,Attur,TamilNadu",11,11.591985,78.627219,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1328,"SREE ANNAPOORNA HOTEL","Tamil Nadu",AVINASHI,India,"NH544,AVINASHI BYE PASS ROAD,AVINASHI,TAMILNADU 641654",11,11.175093,77.263374,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1329,"BROOKFIELDS MALL","Tamil Nadu",COIMBATORE,India,"Dr Krishnasamy Mudaliyar Rd, Brookefields, Sukrawar Pettai, R S Puram West, Coimbatore, Tamil Nadu 641001",11,11.008935,76.95954,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1330,"HOTEL SURYA COMPLEX","Tamil Nadu",KRISHNAGIRI,India,"NH44,Bangalore Highway,Pollupalli,Krishnagiri,TamilNadu 635115",11,12.582141,78.157101,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1331,"SHREE SARAVANA BHAVAN","Tamil Nadu",SANKAGIRI,India,"Near Sankagiri Toll Gate, NH-47 Salem-Kanyakumari Hwy, Vaikundam, Sankari, Tamil Nadu 637103",11,11.519342,77.935042,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1332,"Aswins Veg Restaurant","Tamil Nadu",Perambalur,India,"NH 45, Kalpady Road, Eraiyasamuthiram, Perambalur, Tamil Nadu 621113",11,11.2064644,78.8812406,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1333,"Cafu00c3u00a9 Udupi Ruchi","Tamil Nadu",Ulundurpet,India,"102/19, Chennai Trichy NH Sengurichi, Village, Ulundurpet, Tamil Nadu 606115",11,11.7194357,79.3364597,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1334,"Hotel Kodai International","Tamil Nadu",Kodaikanal,India,"17/328, Laws Ghat Rd, Kodaikanal, Tamil Nadu 624101",11,10.2428087,77.4983634,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1335,"D square Mall","Tamil Nadu",Shoolagiri,India,"Dhiviyam Square Food Court, NH - 7 Hosur - Krishnagiri Highway, Sundagiri, Shool, Tamil Nadu 635117",11,12.6462747,78.0470111,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1336,"ADAYAR ANANDA BHAVAN","Tamil Nadu",THINDIVANAM,India,"Swastiks enterpreneurs,NH45,Chennai-Trichy highway,NallathurThindivanam,Tamilnadu 604307",11,12.297694,79.73365,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1337,"EESL High court station","Tamil Nadu",Chennai,India,"High Court Metro Station Chennai (CMRL)",8,13.088249,80.285359,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1338,"EESL High court station","Tamil Nadu",Chennai,India,"High Court Metro Station Chennai (CMRL)",8,13.088249,80.285359,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1339,"EESL Chennai Egmore metro","Tamil Nadu",Chennai,India," Chennai Egmore metro, Chennai (CMRL)",8,13.079097,80.261538,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1340,"EESL Chennai Egmore metro","Tamil Nadu",Chennai,India," Chennai Egmore metro, Chennai (CMRL)",8,13.079097,80.261538,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1341,"EESL Saidapet Metro station","Tamil Nadu",Chennai,India,"Saidapet Metro station",8,13.0237,80.2282,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1342,"EESL Tirumangalam Metro station","Tamil Nadu",Chennai,India,"Tirumangalam Metro station",8,13.0853,80.2016,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1343,"EESL Thirumangalam Metro","Tamil Nadu",Chennai,India,"Tirumangalam Metro station",8,13.0853,80.2016,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1344,"Adyar Ananda Bhavan I Rasipuram","Tamil Nadu",Rasipuram,India,"Adyar Ananda Bhavan Restaurant, NH44, Brindavan Garden, Salem-Madurai Rd, Athanur, Tamil Nadu 637401",11,11.4922712,78.1535774,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1345,"Ganpat Grand I Palani","Tamil Nadu",Palani,India,"Circle, 167/1, Adivaram Itteri Road Near Balaji Bhavan, Palani, Tamil Nadu 624601",11,10.4425816,77.5203903,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1346,"Aasai Aasai Anandha Bhavan | Omalur","Tamil Nadu",Omalur,India,"Aasai Aasai Anandha Bhavan Delight, A/C Pure Veg Restaurant, NH - 44, Bangalore, to, Salem Highway, Omalur, Tamil Nadu 636455",11,11.7592238,78.4273441,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1347,"Hotel Temple City I Thirumangalam","Tamil Nadu",Thirumangalam,India,"Hotel Temple City, NH 44, Madurai to Virudhunagar Highways Melanesaneri Sivarakottaim, Madurai, Tamil Nadu 625706",11,9.7590386,77.9791582,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1348,"Hotel Temple City I vadippatti","Tamil Nadu",Vadippatti,India,"Hotel Temple City, NH 44, Chellakulam, Thathampatti, Tamil Nadu 625020",11,"10.0804337,",77.9776792,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1349,"Relux Experience Centre (ABS e-auto & Charger)","Tamil Nadu",Chennai,India,"NO: 16/8, PRV Towers, GST Road, Guindy, Chennai, Tamil Nadu - 600 032",19,13.00777749,80.20730884,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1350,"Hotel Aishwarya Bhavan (Safa Electric)","Tamil Nadu",Villupuram,India,"Chennai - Trichy Highway, Tindivanam, Tamil Nadu - 604001",19,12.24034498,79.66228159,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1351,"RR Charging Station (RR Charging Station)","Tamil Nadu",Ambur,India,"No: 19,IELC Complex, MC Road, Ambur, Tamil Nadu - 635802",19,12.77988445,78.71776971,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1352,"Hotel Sangeetha (Duriyam Charging Station)","Tamil Nadu",Namakkal,India,"NH 44, Namakkal - Karur Tollgate, Tamil Nadu - 637207",19,11.19362344,78.10483415,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1353,"Hotel Temple City Lake (Inn KSN Charging Station)","Tamil Nadu",Madurai,India,"Trichy - Madurai Highway, Valaichcherippatti, Tamil Nadu - 625104",19,9.987081053,78.24154444,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1354,"Alps Residency - A Bergamont Group of Hotel-","Tamil Nadu",Krishnagiri,India,"Bangalore Bye Pass Road Near Toll Plaza, Krishnagiri, Tamil Nadu-635001",19,12.54250304,78.20153274,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1355,"Sri Durga Bhavan Elite (Devika Yogaraajan Charging Station)","Tamil Nadu",Vellore,India,"Near HP Petrol Pump, Pallikonda, Tamil Nadu, 635809",19,12.9023796,78.93386744,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1356,"RMS Towers (Ero_G Electric Charging Station)","Tamil Nadu",Erode,India,"NH544, Kovai to Salem Road, Solipalayam,",19,11.30199446,77.60004376,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1357,"Radisson Blu Resort Temple Bay I Mamallapuram","Tamil Nadu",Mahabalipuram,India,"Radisson Blu Resort Temple Bay Mamallapuram, 57 Covelong Road, Dist, Mahabalipuram, Tamil Nadu 603104",11,12.6238399,80.1945931,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1358,"Spencer Plaza Mall | Chennai","Tamil Nadu",Chennai,India,"Spencer Plaza Mall, 768-769, Anna Salai, Chennai, Tamil Nadu 600002",11,13.0615444,80.2614559,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1359,"LAKSHMI Motors, Thoraipakkam","Tamil Nadu",Chennai,India,"118, Okkiam, Thoraipakkam, Chennai, Tamil Nadu - 600097",7,12.92976,80.23164,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1360,"Ginger Vadapalani, NGO Colony","Tamil Nadu",Chennai,India,"61, Inner Ring Rd, Thiru Nagar Colony, NGO Colony, Vadapalani, Chennai, Tamil Nadu 600026",7,13.05647,80.21116,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1361,"Gurudev Tata Motors, Arumbakkam","Tamil Nadu",Chennai,India,"Old No 90, New Number 1090, E.V.R. Periyar High Road, Arumbakkam, Chennai, Tamil Nadu - 600106",7,13.07656,80.2021,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1362,"FPL Vehicles, Annasali","Tamil Nadu",Chennai,India,"NO. 824/2, Annasali Nandnam, Chennai, Tamil Nadu, 600035",7,13.03001,80.24211,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1363,"PPS Motors, Chinniyampalayam","Tamil Nadu",Coimbatore,India,"No-138, Avinashi Road, Chinniyampalayam, Coimbatore-641062",7,11.04991,77.05765,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1364,"PPS Motors, Thirumangalam","Tamil Nadu",Madurai,India,"Shed No. D-23, Nilaiyur First Bit, Uchapatti Village,Thirumangalam, Madurai-625402",7,9.862428,78.021557,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1365,"FPL Vehicles, Perumugai","Tamil Nadu",Vellore,India,"33/5A1, Chennai Bangalore Highway, perumugai, Vellore-632009",7,12.945336,79.200662,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1366,"Sree Gokulam Motors, Zamin Pallavaram","Tamil Nadu",Chennai,India,"Sree Gokulam Motors, No 93, 3C, 200 Feet Radial road, Zamin Pallavaram, Chennai - 600117",7,12.950258,80.176003,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1367,"Vivera Hotels & Resorts, Bhuvanagiri",Telangana,Bhuvanagiri,India,"NH 163, Ragari, near IT College, Bhuvanagiri, Telangana 508116",7,17.522471,78.924306,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1368,"Tanishq, Cathedral road Gopalpuram","Tamil Nadu",Chennai,India,"No.100, Cathedral Rd, Gopalapuram, Chennai, Tamil Nadu 600086",7,13.04774,80.25418,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1369,"True Sai Motors, Avaragere","Tamil Nadu",Krishnagiri,India,"No 417A/1A Krishnagiri Chennai Highway, Pethanapalli, opposite to Hotel, Krishnagiri, Tamil Nadu 635001",7,12.5306064,78.2375165,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1370,"True Sai Motors, Narasothipatti","Tamil Nadu",Salem,India,"No 73 Salem, Omalur Highway, next to Hotel Grand Estancia, Narasothipatti, Salem, Tamil Nadu 636004,636001",7,11.682985,78.1260402,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1371,"SR Tranzcars, Saibaba Koil","Tamil Nadu",Coimbatore,India,"1142-A, Mettupalayam Rd, Saibaba Koil, Coimbatore, Tamil Nadu 641043",7,11.022849,76.951635,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1372,"Lakshmi Motors, Ambattur","Tamil Nadu",Chennai,India,"#79, 80,81, NEAR WAVIN BUS STOP, Ambattur Industrial Estate, Chennai, Tamil Nadu 600058",7,13.0883447,80.1704698,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1373,"Lakshmi Motors, Velachery","Tamil Nadu",Chennai,India,"No 42, Velachery Main Rd, Guindy National Park, Guindy, Chennai, Tamil Nadu 600032",7,13.0080236,80.22165,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1374,"IOCL COCO Chengampalli, Salem-Kochi Highway","Tamil Nadu",Chengampalli,India,"Salem - Kochi Hwy, Vadamugam Kangayapalayam, Tamil Nadu 638812",7,11.213022,77.441968,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1375,"Fairfield by Marriott, Mahindra World City","Tamil Nadu",Chennai,India,"Near Main Entrance, Mahindra World City, Chennai - 603002",7,12.730596,80.00463,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1376,"Four Points by Sheraton, Chennai OMR","Tamil Nadu",Chennai,India,"Survey No 169, Plot 1B and 1A, Rajiv Gandhi Salai, Kumaran Nagar, Sholinganallur, Chennai-600119,Four Points 1, Semmancheri, Chennai, Tamil Nadu 600119",7,12.875613,80.227372,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1377,"IOCL Shanthi Social Services, Singanallur","Tamil Nadu",Coimbatore,India,"128, 2247, Trichy Rd, Krishnapuram Medu, Singanallur, Tamil Nadu 641005",7,11.00269216,77.0387079,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1378,"Motel Mamalla, SH 49","Tamil Nadu",Mahabalipuram,India,"Motel Mamalla No.77, East Coast Road, SH 49, Mahabalipuram, Tamil Nadu 603104",7,12.6325138,80.1958391,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1379,"Pumpkin Tales, Alwarpet","Tamil Nadu",Chennai,India,"37, 20, Bheemanna Garden St, Alwarpet, Chennai, Tamil Nadu 600018",7,13.033655,80.255285,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1380,"Chima Cars, Kappalur","Tamil Nadu",Madurai,India,"H-14, H-14A, SIDCO INDUSTRIAL ESTATE UCCHAPATTI, Kappalur, Tamil Nadu 625008",7,9.938364,78.150085,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1381,"Kaveri Auto Garage, Seelapadi","Tamil Nadu",Dindigul,India,"478/1A2, Trichy Bypass, Seelapadi, Dindigul, Tamil Nadu, 624005",7,10.3811273,77.99681425,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1382,"Kaveri Auto Garage, Paravai Bit 1 village","Tamil Nadu",Madurai,India,"New Survey No 146/2C,148/1A,149/1B2A, Paravai Bit 1 village, Madurai, 625402",7,9.9642326,78.0650107,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1383,"Sree Gokulam Motors, Kattuppakkam","Tamil Nadu",Chennai,India,"no 2/232, Mount ponamalle road,Swaminatha nagar, Pushpa Nagar, Kattupakkam, Chennai - 600056",7,13.0417246,80.1258208,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1384,"Gateway Coonoor - IHCL SeleQtions, Coonoor","Tamil Nadu",Ooty,India,"Upper, Coonoor, Tamil Nadu 643101",7,11.3459974,76.801575,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1385,"Hotel Marigold",Telangana,Hyderabad,India,"Ameerpet Rd, Leela Nagar, Begumpet, Hyderabad, Telangana 500016",21,17.437257,78.4522943,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1386,"Tejaswi Motors, Madhapur",Telangana,Hyderabad,India,"Plot No. 4/14, Opp. Cyber Towers, KPHB Road, Madhapur, Hyderabad, Telangana - 500081",7,17.45345,78.38334,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1387,"Venkataramana Motors, ECIL",Telangana,Hyderabad,India,"Plot No 11, Victory Plaza, ECIL X Roads, Hyderabad, Telangana - 500062",7,17.48081,78.57715,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1388,"Westside, Somajiguda",Telangana,Hyderabad,India,"PLOT NO.6-3, Kmc Retail Mall, CIRCLE, 1112, near KIRTILAL JEWELLERS, Somajiguda, Hyderabad, Telangana 500082",7,17.4226,78.46136,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1389,"Croma, Attapur",Telangana,Hyderabad,India,"Sirimalle Square Plot Nos. 8, 9, 10 Survey No. 523/B, Pillar No. 160 Attapur, Rajendranagar mandal, Hyderabad, Telangana 500048",7,17.359176,78.426285,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1390,"Croma, Kompally",Telangana,Hyderabad,India,"Ratna Arcade, Ground Floor Survey No. 128 National Highway 44, Beside, Sree Vensai Towers, Ruby Block, Kompally, Secunderabad, Telangana 500014",7,17.531882,78.485644,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1391,"Sarath City Capital Mall, Whitefields",Telangana,Hyderabad,India,"Sarath City Capital Mall, Whitefields, Gachibowli-Miyapur Road, Hyderbad 500084",7,17.457774,78.36396,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1392,"7 Food Court, NH 65 -Rayangudem",Telangana,Suryapet,India,"NH - 65, Rayangudem Village Suryapet Mandal, Suryapet, Telangana 508213",7,17.150628,79.577475,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1393,"Hotel Vididhi, Kothagudam",Telangana,Madgulapally,India,"Survey No. 173/2, 174/6, State Highway 2 NAM Expressway, Miryalaguda Highway Near Madugulapally Toll Plaza Kothagudam, Village, Madgulapally, Telangana 508247",7,16.991031,79.44047,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1394,"Select Cars, Hyderabad Rd - Kothirampur",Telangana,Karimnagar,India,"No 8-6-396, Hyderabad Rd, Kothirampur, Karimnagar, Telangana 505001",7,18.417928,79.13639,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1395,"Orange Auto, Hafeezpet",Telangana,Hyderabad,India,"16ABC, Mini Industrial estate, Hafeezpet, Hyderabad, Telangana 500049",7,17.490308,78.354536,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1396,"Fairfield by Marriott,Gachibowli",Telangana,Hyderabad,India,"Road No. 2, Financial District, Gachibowli, Hyderabad, Telangana - 500032",7,17.423858,78.347334,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1397,"Malik Cars, Old Bowenpally",Telangana,Secunderabad,India,"Adj Service Road Sri Sai Enclave, Old Bowenpally, Secunderabad, Telangana 500011",7,17.478362,78.4737723,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1398,"Daspalla Hotels, Jubilee Hills",Telangana,Hyderabad,India,"Daspalla Hotels u00e2u0080u0093 (Jublee Hill Resorts Pvt Ltd)- Rd Number 37, CBI Colony, Jubilee Hills, Hyderabad, Telangana 500033",7,17.4368304,78.3983261,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1399,"IOC MADINAGUDA",TELENGANA,HYDERABAD,India,"SURVEY NO 98 MIYAPUR MAIN ROAD,MADINAGUDA HAFEEZPET,TELENGANA 500050 HYDERABAD",20,17.494851,78.336467,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1400,"HMR MADHAPUR",TELENGANA,HYDERABAD,India,"PLOT NO 735 ROAD NO 37 AND 38LEFT LANE AFTER CROMA,CBI COLONY JUBLI HILLS,HYDERABAD.TELENGANA 500033",20,17.435968,78.40003,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1401,"MG HYDERABAD JUBILEE HILLS",TELENGANA,HYDERABAD,India,"8-2-120/86, 10A, opposite Hotel park hyatt, Rd no2, Banjara hills, hyderabad, 500033",20,17.523923,78.430328,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1402,"HMR BEGUMPET",TELENGANA,HYDERABAD,India,"7-1-22/A Begumpet flyover, Leelanagar, Ameerpet, Telanagana 500016",20,17.438229,78.457263,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1403,"IOC BEGUMPET",TELENGANA,HYDERABAD,India,"BEGUMPET,HYDERABAD,TELENGANA,INDIA,TELENGANA,500016,HYDERABAD",20,17.444838,78.466949,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1404,"Shree Dev Wheels, Acharya Nagar","Uttar Pradesh",Ayodhya,India,"Plot No 402 and 403 B Sultanpur Road, Acharya Nagar, near Avadh University, Ayodhya, UP 224001",7,26.755089,82.141261,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
1405,"AARGO ASLI PAPPU DHABA","Uttar Pradesh","KOSI KALAN",India,"NEAR KOTWAN POLICE CHOWKI,UP BORDER,KOSI KALAN,KOSI KOTWAN,UTTAR PRADESH",22,27.832687,77.418785,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
